FECHAINGRESO	TIPO	CODIGO	CAPITULO	PARTIDA	APLICASICETAC	NECESITASUBPARTIDA	HIDROCARBURO	UNIDADGALONES	IMPOCONSUMO	MERCANCIAPELIGROSA	CLASEDIVISION	PELIGROSECUNDARIO	GRUPOEMBALAJEENVASE	NOMBREYDESCRIPCION	ALERTA	
2025/10/16 09:27:29	CP	3540	CLASE 3 - LÍQUIDOS INFLAMABLES	3540 - 3 - ARTÍCULOS QUE CONTIENEN LÍQUIDOS INFLAMABLES, N.E.P.	 	 	NO	 	NO	SI	3	 	 	ARTÍCULOS QUE CONTIENEN LÍQUIDOS INFLAMABLES, N.E.P.	 	
2025/10/16 08:42:16	CP	3560	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	3560 - 6 - HIDRÓXIDO DE TETRAMETILAMONIO EN SOLUCIÓN ACUOSA CON UN MÍNIMO DEL 25 % DE HIDRÓXIDO DE TETRAMETILAMONIO	 	 	NO	 	NO	SI	6.1	8	I	HIDRÓXIDO DE TETRAMETILAMONIO EN SOLUCIÓN ACUOSA con un mínimo del 25 % de hidróxido de tetrametilamonio	 	
2025/10/16 08:54:27	CP	3559	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3559 - 9 - DISPOSITIVOS DE DISPERSIÓN DE AGENTES EXTINTORES	 	 	NO	 	NO	SI	9	 	 	DISPOSITIVOS DE DISPERSIÓN DE AGENTES EXTINTORES	 	
2025/10/16 08:55:18	CP	3558	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3558 - 9 - VEHÍCULO PROPULSADO POR BATERÍA DE IÓN SODIO	 	 	NO	 	NO	SI	9	 	 	VEHÍCULO PROPULSADO POR BATERÍA DE IÓN SODIO	 	
2025/10/16 08:55:52	CP	3557	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3557 - 9 - VEHÍCULO PROPULSADO POR BATERÍA DE METAL LITIO	 	 	NO	 	NO	SI	9	 	 	VEHÍCULO PROPULSADO POR BATERÍA DE METAL LITIO	 	
2025/10/16 08:56:27	CP	3556	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3556 - 9 - VEHÍCULO PROPULSADO POR BATERÍA DE IÓN LITIO	 	 	NO	 	NO	SI	9	 	 	VEHÍCULO PROPULSADO POR BATERÍA DE IÓN LITIO	 	
2025/10/16 08:58:41	CP	3555	CLASE 3 - LÍQUIDOS INFLAMABLES	3555 - 3 - SAL SÓDICA DE TRIFLUOROMETILTETRAZOL EN ACETONA, CON UN MÍNIMO DEL 68 % EN MASA DE ACETONA	 	 	NO	 	NO	SI	3	 	II	SAL SÓDICA DE TRIFLUOROMETILTETRAZOL EN ACETONA, con un mínimo del 68 % en masa de acetona	 	
2025/10/16 08:59:23	CP	3554	CLASE 8 - SUSTANCIAS CORROSIVAS	3554 - 8 - GALIO CONTENIDO EN OBJETOS MANUFACTURADOS	 	 	NO	 	NO	SI	8	 	 	GALIO CONTENIDO EN OBJETOS MANUFACTURADOS	 	
2025/10/16 09:02:20	CP	3553	CLASE 2 - GASES	3553 - 2 - DISILANO	 	 	NO	 	NO	SI	2.1	 	 	DISILANO	 	
2025/10/16 09:03:17	CP	3552	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3552 - 9 - BATERÍAS DE IÓN SODIO INSTALADAS EN UN EQUIPO O BATERÍAS DE IÓN SODIO EMBALADAS CON UN EQUIPO, CON ELECTROLITO ORGÁNICO	 	 	NO	 	NO	SI	9	 	 	BATERÍAS DE IÓN SODIO INSTALADAS EN UN EQUIPO o BATERÍAS DE IÓN SODIO EMBALADAS CON UN EQUIPO, con electrolito orgánico	 	
2025/10/16 09:04:11	CP	3551	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3551 - 9 - BATERÍAS DE IÓN SODIO CON ELECTROLITO ORGÁNICO	 	 	NO	 	NO	SI	9	 	 	BATERÍAS DE IÓN SODIO con electrolito orgánico	 	
2025/10/16 09:12:01	CP	3550	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	3550 - 6 - DIHIDRÓXIDO DE COBALTO EN POLVO, QUE CONTIENE NO MENOS DEL 10 % DE PARTÍCULAS RESPIRABLES	 	 	NO	 	NO	SI	6.1	 	I	DIHIDRÓXIDO DE COBALTO EN POLVO, que contiene no menos del 10 % de partículas respirables	 	
2025/10/16 09:12:41	CP	3549	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	3549 - 6 - DESECHOS MÉDICOS, DE CATEGORÍA A, QUE AFECTAN A LAS PERSONAS, SÓLIDOS O DESECHOS MÉDICOS, DE CATEGORÍA A, QUE AFECTAN A LOS ANIMALES ÚNICAMENTE, SÓLIDOS	 	 	NO	 	NO	SI	6.2	 	 	DESECHOS MÉDICOS, DE CATEGORÍA A, QUE AFECTAN A LAS PERSONAS, sólidos o DESECHOS MÉDICOS, DE CATEGORÍA A, QUE AFECTAN A LOS ANIMALES únicamente, sólidos	 	
2025/10/16 09:13:40	CP	3548	CLASE 9 - SUSTANCIAS Y OBJETOS PELIGROSOS VARIOS	3548 - 9 - ARTÍCULOS QUE CONTIENEN MERCANCÍAS PELIGROSAS DIVERSAS, N.E.P.	 	 	NO	 	NO	SI	9	 	 	ARTÍCULOS QUE CONTIENEN MERCANCÍAS PELIGROSAS DIVERSAS, N.E.P.	 	
2025/10/16 09:16:59	CP	3547	CLASE 8 - SUSTANCIAS CORROSIVAS	3547 - 8 - ARTÍCULOS QUE CONTIENEN SUSTANCIAS CORROSIVAS, N.E.P.	 	 	NO	 	NO	SI	8	 	 	ARTÍCULOS QUE CONTIENEN SUSTANCIAS CORROSIVAS, N.E.P.	 	
2025/10/16 09:17:37	CP	3546	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	3546 - 6 - ARTÍCULOS QUE CONTIENEN SUSTANCIAS TÓXICAS, N.E.P.	 	 	NO	 	NO	SI	6.1	 	 	ARTÍCULOS QUE CONTIENEN SUSTANCIAS TÓXICAS, N.E.P.	 	
2025/10/16 09:18:12	CP	3545	CLASE 5 - SUSTANCIAS COMBURENTES Y PERÓXIDOS ORGÁNICOS	3545 - 5 - ARTÍCULOS QUE CONTIENEN PERÓXIDOS ORGÁNICOS, N.E.P.	 	 	NO	 	NO	SI	5.2	 	 	ARTÍCULOS QUE CONTIENEN PERÓXIDOS ORGÁNICOS, N.E.P.	 	
2025/10/16 09:18:44	CP	3544	CLASE 5 - SUSTANCIAS COMBURENTES Y PERÓXIDOS ORGÁNICOS	3544 - 5 - ARTÍCULOS QUE CONTIENEN SUSTANCIAS COMBURENTES, N.E.P.	 	 	NO	 	NO	SI	5.1	 	 	ARTÍCULOS QUE CONTIENEN SUSTANCIAS COMBURENTES, N.E.P.	 	
2025/10/16 09:19:16	CP	3543	CLASE 4 - SÓLIDOS INFLAMABLES	3543 - 4 - ARTÍCULOS QUE CONTIENEN SUSTANCIAS QUE, EN CONTACTO CON EL AGUA, DESPRENDEN GASES INFLAMABLES, N.E.P.	 	 	NO	 	NO	SI	4.3	 	 	ARTÍCULOS QUE CONTIENEN SUSTANCIAS QUE, EN CONTACTO CON EL AGUA, DESPRENDEN GASES INFLAMABLES, N.E.P.	 	
2025/10/16 09:19:56	CP	3542	CLASE 4 - SÓLIDOS INFLAMABLES	3542 - 4 - ARTÍCULOS QUE CONTIENEN SUSTANCIAS QUE PRESENTAN RIESGO DE COMBUSTIÓN ESPONTÁNEA, N.E.P.	 	 	NO	 	NO	SI	4.2	 	 	ARTÍCULOS QUE CONTIENEN SUSTANCIAS QUE PRESENTAN RIESGO DE COMBUSTIÓN ESPONTÁNEA, N.E.P.	 	
2025/10/16 09:20:34	CP	3541	CLASE 4 - SÓLIDOS INFLAMABLES	3541 - 4 - ARTÍCULOS QUE CONTIENEN SÓLIDOS INFLAMABLES, N.E.P.	 	 	NO	 	NO	SI	4.1	 	 	ARTÍCULOS QUE CONTIENEN SÓLIDOS INFLAMABLES, N.E.P.	 	
2025/06/29 21:05:34	CP	3540 	CLASE 3 - LÍQUIDOS INFLAMABLES	3540 - 3 - ARTÍCULOS QUE CONTIENEN LÍQUIDOS INFLAMABLES, N.E.P.	SI	 	NO	 	NO	SI	3	 	 	ARTÍCULOS QUE CONTIENEN LÍQUIDOS INFLAMABLES, N.E.P.	 	
2025/10/16 09:22:35	CP	3539	CLASE 2 - GASES	3539 - 2 - ARTÍCULOS QUE CONTIENEN GASES TÓXICOS, N.E.P.	 	 	NO	 	NO	SI	2.3	 	 	ARTÍCULOS QUE CONTIENEN GASES TÓXICOS, N.E.P.	 	
2025/10/16 09:30:48	CP	3538	CLASE 2 - GASES	3538 - 2 - ARTÍCULOS QUE CONTIENEN GASES NO INFLAMABLES, NO TÓXICOS, N.E.P.	 	 	NO	 	NO	SI	2.2	 	 	ARTÍCULOS QUE CONTIENEN GASES NO INFLAMABLES, NO TÓXICOS, N.E.P.	 	
2025/10/16 09:31:18	CP	3537	CLASE 2 - GASES	3537 - 2.1 - ARTÍCULOS QUE CONTIENEN GASES INFLAMABLES, N.E.P.	 	 	NO	 	NO	SI	2.1	 	 	ARTÍCULOS QUE CONTIENEN GASES INFLAMABLES, N.E.P.	 	
2025/06/12 09:17:56	DCRP	Y1.4	DESAGREGACION CORRIENTES RESIDUO PELIGROSO	Y1 - DESECHOS CLÍNICOS RESULTANTES DE LA ATENCIÓN MÉDICA PRESTADA EN HOSPITALES, CENTROS MÉDICOS Y CLÍNICAS.	SI	 	NO	 	NO	SI	0	 	 	Y1.4. Residuos de ANIMALES – residuos decomisos NO aprovechables	 	
2025/06/11 08:59:24	DP	A4160	PELIGROSO	CARBONO ACTIVADO CONSUMIDO NO INCLUIDO EN LA LISTA B (VÉASE EL CORRESPONDIENTE APARTADO DE LA LISTA B, B2060).	SI	 	NO	 	NO	SI	 	 	 	A4160 - Carbono activado consumido no incluido en la lista B (véase el correspondiente apartado de la lista B, B2060).	 	
2025/06/11 08:58:36	DP	A4150	PELIGROSO	SUSTANCIAS QUÍMICAS DE DESECHO, NO IDENTIFICADAS O NUEVAS, RESULTANTES DE LA INVESTIGACIÓN Y EL DESARROLLO O DE LAS ACTIVIDADES DE ENSEÑANZA Y CUYOS EFECTOS EN EL SER HUMANO O EL MEDIO AMBIENTE NO SE CONOZCAN.	SI	 	NO	 	NO	SI	 	 	 	A4150 - Sustancias químicas de desecho, no identificadas o nuevas, resultantes de la investigación y el desarrollo o de las actividades de enseñanza y cuyos efectos en el ser humano o el medio ambiente no se conozcan.	 	
2025/06/11 08:58:00	DP	A4140	PELIGROSO	DESECHOS CONSISTENTES O QUE CONTIENEN PRODUCTOS QUÍMICOS QUE NO RESPONDEN A LAS ESPECIFICACIONES O CADUCADOS CORRESPONDIENTES A LAS CATEGORÍAS DEL ANEXO I, Y QUE MUESTRAN LAS CARACTERÍSTICAS PELIGROSAS DEL ANEXO III.E	SI	 	NO	 	NO	SI	 	 	 	A4140 - Desechos consistentes o que contienen productos químicos que no responden a las especificaciones o caducados correspondientes a las categorías del anexo I, y que muestran las características peligrosas del Anexo III.	 	
2025/06/11 08:57:16	DP	A4130	PELIGROSO	ENVASES Y CONTENEDORES DE DESECHOS QUE CONTIENEN SUSTANCIAS INCLUIDAS EN EL ANEXO I, EN CONCENTRACIONES SUFICIENTES COMO PARA MOSTRAR LAS CARACTERÍSTICAS PELIGROSAS DEL ANEXO III.	SI	 	NO	 	NO	SI	 	 	 	A4130 - Envases y contenedores de desechos que contienen sustancias incluidas en el Anexo I, en concentraciones suficientes como para mostrar las características peligrosas del Anexo III.	 	
2025/06/11 08:56:33	DP	A4120	PELIGROSO	DESECHOS QUE CONTIENEN, CONSISTEN O ESTÁN CONTAMINADOS CON PERÓXIDOS	SI	 	NO	 	NO	SI	 	 	 	A4120 - Desechos que contienen, consisten o están contaminados con peróxidos	 	
2025/06/11 08:55:36	DP	A4110	PELIGROSO	DESECHOS QUE CONTIENEN, CONSISTEN O ESTÁN CONTAMINADOS CON ALGUNOS DE LOS PRODUCTOS SIGUIENTES:  - CUALQUIER SUSTANCIA DEL GRUPO DE LOS DIBENZOFURANOS POLICLORADOS - CUALQUIER SUSTANCIA DEL GRUPO DE LAS DIBENZODIOXINAS POLICLORADAS	SI	 	NO	 	NO	SI	 	 	 	A4110 - Desechos que contienen, consisten o están contaminados con algunos de los productos siguientes:  - Cualquier sustancia del grupo de los dibenzofuranos policlorados - Cualquier sustancia del grupo de las dibenzodioxinas policloradas"	 	
2025/06/11 08:45:31	DP	A4100	PELIGROSO	DESECHOS RESULTANTES DE LA UTILIZACIÓN DE DISPOSITIVOS DE CONTROL DE LA CONTAMINACIÓN INDUSTRIAL PARA LA DEPURACIÓN DE LOS GASES INDUSTRIALES, PERO CON EXCLUSIÓN DE LOS DESECHOS ESPECIFICADOS EN LA LISTA B.	SI	 	NO	 	NO	SI	 	 	 	A4100 - Desechos resultantes de la utilización de dispositivos de control de la contaminación industrial para la depuración de los gases industriales, pero con exclusión de los desechos especificados en la lista B.	 	
2025/06/11 08:44:50	DP	A4090	PELIGROSO	DESECHOS DE SOLUCIONES ÁCIDAS O BÁSICAS, DISTINTAS DE LAS ESPECIFICADAS EN EL APARTADO CORRESPONDIENTE DE LA LISTA B (VÉASE EL APARTADO CORRESPONDIENTE DE LA LISTA B B2120).	SI	 	NO	 	NO	SI	 	 	 	A4090 - Desechos de soluciones ácidas o básicas, distintas de las especificadas en el apartado correspondiente de la lista B (véase el apartado correspondiente de la lista B B2120).	 	
2025/06/11 08:44:08	DP	A4080	PELIGROSO	DESECHOS DE CARÁCTER EXPLOSIVO (PERO CON EXCLUSIÓN DE LOS DESECHOS ESPECIFICADOS EN LA LISTA B).	SI	 	NO	 	NO	SI	 	 	 	A4080 - Desechos de carácter explosivo (pero con exclusión de los desechos especificados en la lista B).	 	
2025/06/11 08:43:26	DP	A4070	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN, PREPARACIÓN Y UTILIZACIÓN DE TINTAS, COLORANTES, PIGMENTOS, PINTURAS, LACAS O BARNICES, CON EXCLUSIÓN DE LOS DESECHOS ESPECIFICADOS EN LA LISTA B (VÉASE EL APARTADO CORRESPONDIENTE DE LA LISTA B, B4010).	SI	 	NO	 	NO	SI	 	 	 	A4070 - Desechos resultantes de la producción, preparación y utilización de tintas, colorantes, pigmentos, pinturas, lacas o barnices, con exclusión de los desechos especificados en la lista B (véase el apartado correspondiente de la lista B, B4010).	 	
2025/06/11 08:42:37	DP	A4060	PELIGROSO	DESECHOS DE MEZCLAS Y EMULSIONES DE ACEITE Y AGUA O DE HIDROCARBUROS Y AGUA.	SI	 	NO	 	NO	SI	 	 	 	A4060 - Desechos de mezclas y emulsiones de aceite y agua o de hidrocarburos y agua.	 	
2025/06/11 08:42:00	DP	A4050	PELIGROSO	DESECHOS QUE CONTIENEN, CONSISTEN O ESTÁN CONTAMINADOS CON ALGUNOS DE LOS PRODUCTOS SIGUIENTES:  - CIANUROS INORGÁNICOS, CON EXCEPCIÓN DE RESIDUOS QUE CONTIENEN METALES PRECIOSOS, EN FORMA SÓLIDA, CON TRAZAS DE CIANUROS INORGÁNICOS, - CIANUROS ORGÁNICOS.	SI	 	NO	 	NO	SI	 	 	 	A4050 - Desechos que contienen, consisten o están contaminados con algunos de los productos siguientes:  - Cianuros inorgánicos, con excepción de residuos que contienen metales preciosos, en forma sólida, con trazas de cianuros inorgánicos, - Cianuros orgánicos."	 	
2025/06/11 08:41:12	DP	A4040	PELIGROSO	DESECHOS RESULTANTES DE LA FABRICACIÓN, PREPARACIÓN Y UTILIZACIÓN DE PRODUCTOS QUÍMICOS PARA LA PRESERVACIÓN DE LA MADERA .	SI	 	NO	 	NO	SI	 	 	 	A4040 - Desechos resultantes de la fabricación, preparación y utilización de productos químicos para la preservación de la madera .	 	
2025/06/11 08:40:30	DP	A4030	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN, LA PREPARACIÓN Y LA UTILIZACIÓN DE BIOCIDAS Y PRODUCTOS FITOFARMACÉUTICOS, CON INCLUSIÓN DE DESECHOS DE PLAGUICIDAS Y HERBICIDAS QUE NO RESPONDAN A LAS ESPECIFICACIONES, CADUCADOS , EN DESUSO O NO APTOS PARA EL USO PREVISTO ORIGINALMENTE.	SI	 	NO	 	NO	SI	 	 	 	A4030 - Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos, con inclusión de desechos de plaguicidas y herbicidas que no respondan a las especificaciones, caducados , en desuso o no aptos para el uso previsto originalmente.	 	
2025/06/11 08:39:49	DP	A4020	PELIGROSO	DESECHOS CLÍNICOS Y AFINES; ES DECIR DESECHOS RESULTANTES DE PRÁCTICAS MÉDICAS, DE ENFERMERÍA, DENTALES, VETERINARIAS O ACTIVIDADES SIMILARES, Y DESECHOS GENERADOS EN HOSPITALES U OTRAS INSTALACIONES DURANTE ACTIVIDADES DE INVESTIGACIÓN O EL TRATAMIENTO DE PACIENTES, O DE PROYECTOS DE INVESTIGACIÓN	SI	 	NO	 	NO	SI	 	 	 	A4020 - Desechos clínicos y afines; es decir desechos resultantes de prácticas médicas, de enfermería, dentales, veterinarias o actividades similares, y desechos generados en hospitales u otras instalaciones durante actividades de investigación o el tratamiento de pacientes, o de proyectos de investigación	 	
2025/06/11 08:39:09	DP	A4010	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN, PREPARACIÓN Y UTILIZACIÓN DE PRODUCTOS FARMACÉUTICOS, PERO CON EXCLUSIÓN DE LOS DESECHOS ESPECIFICADOS EN LA LISTA B.	SI	 	NO	 	NO	SI	 	 	 	A4010 - Desechos resultantes de la producción, preparación y utilización de productos farmacéuticos, pero con exclusión de los desechos especificados en la lista B.	 	
2025/06/11 08:38:09	DP	A3210	PELIGROSO	DESECHOS PLÁSTICOS, INCLUIDAS MEZCLAS DE ESOS DESECHOS, QUE CONTENGAN CONSTITUYENTES DEL ANEXO I, O ESTÉN CONTAMINADOS CON ELLOS, EN TAL GRADO QUE PRESENTEN UNA DE LAS CARACTERÍSTICAS DEL ANEXO III (VÉANSE LAS ENTRADAS CONEXAS Y48 EN EL ANEXO II Y EN LA LISTA B B3011).	SI	 	NO	 	NO	SI	 	 	 	A3210 - Desechos plásticos, incluidas mezclas de esos desechos, que contengan constituyentes del anexo I, o estén contaminados con ellos, en tal grado que presenten una de las características del anexo III (véanse las entradas conexas Y48 en el anexo II y en la lista B B3011).	 	
2025/06/11 08:37:22	DP	A3200	PELIGROSO	MATERIAL BITUMINOSO (DESECHOS DE ASFALTO) CON CONTENIDO DE ALQUITRÁN RESULTANTES DE LA CONSTRUCCIÓN Y EL MANTENIMIENTO DE CARRETERAS (OBSÉRVESE EL ARTÍCULO CORRESPONDIENTE B2130 DE LA LISTA B).	SI	 	NO	 	NO	SI	 	 	 	A3200 - Material bituminoso (desechos de asfalto) con contenido de alquitrán resultantes de la construcción y el mantenimiento de carreteras (obsérvese el artículo correspondiente B2130 de la lista B).	 	
2025/06/11 08:36:30	DP	A3190	PELIGROSO	DESECHOS DE RESIDUOS ALQUITRANADOS (CON EXCLUSIÓN DE LOS CEMENTOS ASFÁLTICOS) RESULTANTES DE LA REFINACIÓN, DESTILACIÓN O CUALQUIER OTRO TRATAMIENTO PIROLÍTICO DE MATERIALES ORGÁNICOS.	SI	 	NO	 	NO	SI	 	 	 	A3190 - Desechos de residuos alquitranados (con exclusión de los cementos asfálticos) resultantes de la refinación, destilación o cualquier otro tratamiento pirolítico de materiales orgánicos.	 	
2025/06/11 08:35:53	DP	A3180	PELIGROSO	DESECHOS, SUSTANCIAS Y ARTÍCULOS QUE CONTIENEN, CONSISTEN O ESTÁN CONTAMINADOS CON BIFENILO POLICLORADO (PCB), TERFENILO POLICLORADO (PCT), NAFTALENO POLICLORADO (PCN) O BIFENILO POLIBROMADO (PBB), O CUALQUIER OTRO COMPUESTO POLIBROMADO ANÁLOGO, CON UNA CON UNA CONCENTRACIÓN DE IGUAL O SUPERIOR A 50	SI	 	NO	 	NO	SI	 	 	 	A3180 - Desechos, sustancias y artículos que contienen, consisten o están contaminados con bifenilo policlorado (PCB), terfenilo policlorado (PCT), naftaleno policlorado (PCN) o bifenilo polibromado (PBB), o cualquier otro compuesto polibromado análogo, con una con una concentración de igual o superior a 50 mg/Kg.	 	
2025/06/11 08:35:10	DP	A3170	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN DE HIDROCARBUROS HALOGENADOS ALIFÁTICOS (TALES COMO CLOROMETANO, DICLOROETANO, CLORURO DE VINILO, CLORURO DE ALILO Y EPICLORIDRINA).	SI	 	NO	 	NO	SI	 	 	 	A3170 - Desechos resultantes de la producción de hidrocarburos halogenados alifáticos (tales como clorometano, dicloroetano, cloruro de vinilo, cloruro de alilo y epicloridrina).	 	
2025/06/11 08:33:24	DP	A3160	PELIGROSO	 DESECHOS RESULTANTES DE RESIDUOS NO ACUOSOS DE DESTILACIÓN HALOGENADOS O NO HALOGENADOS DERIVADOS DE OPERACIONES DE RECUPERACIÓN DE DISOLVENTES ORGÁNICOS.	SI	 	NO	 	NO	SI	 	 	 	A3160 - Desechos resultantes de residuos no acuosos de destilación halogenados o no halogenados derivados de operaciones de recuperación de disolventes orgánicos.	 	
2025/06/11 08:32:42	DP	A3150	PELIGROSO	DESECHOS DE DISOLVENTES ORGÁNICOS HALOGENADOS.	SI	 	NO	 	NO	SI	 	 	 	A3150 - Desechos de disolventes orgánicos halogenados.	 	
2025/06/10 16:38:09	DP	A3140	PELIGROSO	DESECHOS DE DISOLVENTES ORGÁNICOS NO HALOGENADOS PERO CON EXCLUSIÓN DE LOS DESECHOS ESPECIFICADOS EN LA LISTA B.	SI	 	NO	 	NO	SI	 	 	 	A3140 - Desechos de disolventes orgánicos no halogenados pero con exclusión de los desechos especificados en la lista B.	 	
2025/06/10 16:36:02	DP	A3130	PELIGROSO	DESECHOS DE COMPUESTOS DE FÓSFORO ORGÁNICOS.	SI	 	NO	 	NO	SI	 	 	 	A3130 - Desechos de compuestos de fósforo orgánicos.	 	
2025/06/10 16:31:45	DP	A3120	PELIGROSO	PELUSAS - FRAGMENTOS LIGEROS RESULTANTES DEL DESMENUZAMIENTO.	SI	 	NO	 	NO	SI	 	 	 	A3120 - Pelusas - fragmentos ligeros resultantes del desmenuzamiento.	 	
2025/06/10 16:29:28	DP	A3110	PELIGROSO	DESECHOS DEL CURTIDO DE PIELES QUE CONTENGAN COMPUESTOS DE CROMO HEXAVALENTE O BIOCIDAS O SUSTANCIAS INFECCIOSAS (VÉASE EL APARTADO CORRESPONDIENTE EN LA LISTA B B3110).	SI	 	NO	 	NO	SI	 	 	 	A3110 - Desechos del curtido de pieles que contengan compuestos de cromo hexavalente o biocidas o sustancias infecciosas (véase el apartado correspondiente en la lista B B3110).	 	
2025/06/10 16:26:34	DP	A3100	PELIGROSO	RAEDURAS Y OTROS DESECHOS DEL CUERO O DE CUERO REGENERADO QUE NO SIRVAN PARA LA FABRICACIÓN DE ARTÍCULOS DE CUERO, QUE CONTENGAN COMPUESTOS DE CROMO HEXAVALENTE O BIOCIDAS (VÉASE EL APARTADO CORRESPONDIENTE EN LA LISTA B, B3090).	SI	 	NO	 	NO	SI	 	 	 	A3100 - Raeduras y otros desechos del cuero o de cuero regenerado que no sirvan para la fabricación de artículos de cuero, que contengan compuestos de cromo hexavalente o biocidas (véase el apartado correspondiente en la lista B, B3090).	 	
2025/06/10 16:24:41	DP	A3090	PELIGROSO	DESECHOS DE CUERO EN FORMA DE POLVO, CENIZAS, LODOS Y HARINAS QUE CONTENGAN COMPUESTOS DE PLOMO HEXAVALENTE O BIOCIDAS (VÉASE EL APARTADO CORRESPONDIENTE EN LA LISTA B, B3100).	SI	 	NO	 	NO	SI	 	 	 	A3090 - Desechos de cuero en forma de polvo, cenizas, lodos y harinas que contengan compuestos de plomo hexavalente o biocidas (véase el apartado correspondiente en la lista B, B3100).	 	
2025/06/10 16:23:01	DP	A3080	PELIGROSO	DESECHOS DE ÉTERES EXCEPTO LOS ESPECIFICADOS EN LA LISTA B.	SI	 	NO	 	NO	SI	 	 	 	A3080 - Desechos de éteres excepto los especificados en la lista B.	 	
2025/06/10 16:21:14	DP	A3070	PELIGROSO	DESECHOS DE FENOLES, COMPUESTOS FENÓLICOS, INCLUIDO EL CLOROFENOL EN FORMA DE LÍQUIDO O DE LODO.	SI	 	NO	 	NO	SI	 	 	 	A3070 - Desechos de fenoles, compuestos fenólicos, incluido el clorofenol en forma de líquido o de lodo.	 	
2025/06/10 16:17:55	DP	A3060	PELIGROSO	NITROCELULOSA DE DESECHO.	SI	 	NO	 	NO	SI	 	 	 	A3060 - Nitrocelulosa de desecho.	 	
2025/06/10 16:16:33	DP	A3050	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN, PREPARACIÓN Y UTILIZACIÓN DE RESINAS, LÁTEX, PLASTIFICANTES O COLAS/ADHESIVOS EXCEPTO LOS DESECHOS ESPECIFICADOS EN LA LISTA B (VÉASE EL APARTADO CORRESPONDIENTE EN LA LISTA B, B4020).	SI	 	NO	 	NO	SI	 	 	 	A3050 - Desechos resultantes de la producción, preparación y utilización de resinas, látex, plastificantes o colas/adhesivos excepto los desechos especificados en la lista B (véase el apartado correspondiente en la lista B, B4020).	 	
2025/06/10 16:15:22	DP	A3040	PELIGROSO	DESECHOS DE LÍQUIDOS TÉRMICOS (TRANSFERENCIA DE CALOR).	SI	 	NO	 	NO	SI	 	 	 	A3040 - Desechos de líquidos térmicos (transferencia de calor).	 	
2025/06/10 16:14:12	DP	A3030	PELIGROSO	 DESECHOS QUE CONTENGAN, ESTÉN INTEGRADOS O ESTÉN CONTAMINADOS POR LODOS DE COMPUESTOS ANTIDETONANTES CON PLOMO.	SI	 	NO	 	NO	SI	 	 	 	A3030 - Desechos que contengan, estén integrados o estén contaminados por lodos de compuestos antidetonantes con plomo.	 	
2025/06/10 16:12:41	DP	A3020	PELIGROSO	ACEITES MINERALES DE DESECHO NO APTOS PARA EL USO AL QUE ESTABAN DESTINADOS	SI	 	NO	 	NO	SI	 	 	 	A3020 - Aceites minerales de desecho no aptos para el uso al que estaban destinados.	 	
2025/06/10 16:10:27	DP	A3010	PELIGROSO	DESECHOS RESULTANTES DE LA PRODUCCIÓN O EL TRATAMIENTO DE COQUE DE PETRÓLEO Y ASFALTO.	SI	 	NO	 	NO	SI	 	 	 	A3010 - Desechos resultantes de la producción o el tratamiento de coque de petróleo y asfalto.	 	
2025/06/10 15:40:51	DP	A2060	PELIGROSO	CENIZAS VOLANTES DE CENTRALES ELÉCTRICAS DE CARBÓN QUE CONTENGAN SUSTANCIAS DEL ANEXO I EN CONCENTRACIONES TALES QUE PRESENTEN CARACTERÍSTICAS DEL ANEXO III (VÉASE LA ENTRADA CORRESPONDIENTE EN LA LISTA B B2050).	SI	 	NO	 	NO	SI	 	 	 	A2060 - Cenizas volantes de centrales eléctricas de carbón que contengan sustancias del Anexo I en concentraciones tales que presenten características del Anexo III (véase la entrada correspondiente en la lista B B2050).	 	
2025/06/10 15:39:41	DP	A2050	PELIGROSO	DESECHOS DE AMIANTO (POLVO Y FIBRAS).	SI	 	NO	 	NO	SI	 	 	 	A2050 - Desechos de amianto (polvo y fibras).	 	
